no|title|text|senti_value
7082|Jelek|Lazada ingkar janji, ngejanjiin barang nyampe tanggal berapa eh ga nyampe2 juga tu barang. Kurir lazada nganterinnya sambil merangkak kali yah, lama amat. Minta kepastian melalui email sama live chat juga ga guna, orang balesannya aja balesan otomatis gitu. Udah banyak liat orang ngeluhin masalah yang sama tapi keknya lazada ga niat buat perbaikin kesalahannya, lazada ga peduliin keluhan konsumen, mau enak sendiri dasar penipu!!|1
7084|pengiriman amat sangat terlambat|pemesanan saya lakukan pada tgl 21 nov 16, dan terlampir estimasi penerimaan barang pada tgl 23 - 25 nov 16, namun sampai tgl 1 des 16 masih belum sampai. ada apa dengan sistem pengiriman lazada? rating yang rendah harusnya ada perbaikan secepatnya.|1
7085|System buruk, pengembalian dana membutuhkan waktu yang lama|Barang sudah dipesan dan diverifikasi, tapi barang tidak pernah dikirimkan. Permintaan refund dana dibuat berbelit-belit. Sampai sekarang sudah menghubungi 4x cust care dan belum ada tindak lanjut dr lazada. Tidak akan beli online pakai lazada lagi.|1
7086|metode pengembalian dana nya sangat merugikan pelanggan|harusnya metode pelanggan diadakans ecara otomotis,jadi tidak resah lg|1
7090|Mengecewakan|Tanggal 19 Dec 16 saya membeli pulsa data XL senilai 50 rb, kemudian Tanggal 20 Dec 16 transaksi saya ditolak dan kemudian sy meminta Lazada utk kembali kan Dana tsb, namun lazada memberikan voucher pada Tanggal 22 Dec 16, menunggu Dana tidak dikembalikan akhirnya saya menggunakan voucher tsb padaTanggal 27 Dec 16 saya memesan kacamata renang speedo sesuai product di website senilai 50 rb, tanggal 31 Dec 16 barang saya terima dari JNE, namun yg saya terima adalah kacamata anak2 yang merknya LION itupun covernya sudah tidak tersegel, packaging sangat minim hanya dengan kantong kresek hitam yg di lakband. Saya hubungi ke no. Pengirim (Matahari) tgl 1 Dec 16 kemudian sipengirim hanya minta kirim foto barangnya via WA dan sampai hari Ini belum ada respond dari nya dan saya coba telp. Pun tidak diangkat. Secara paralel saya minta lazada utk kembali kan barang utk ditukar sesuai gambar di web site lazada dan sampai hari Ini juga belum ada email respond dari Lazada, kenapa bisa begini yah? Kalau memang ada penjual yg nakal seharusnya Lazada dapat memberikan sanksi kepada penjual. Sehingga mohon agar hal Ini dapat ditindak lanjuti. Terimakasih.|1
7091|Bete nungguin barang dateng|Gue order dri tanggal 1 sampe skrg itu barang ga sampe2,pdhl di notif nya tgl 2 barang dah masuk pengiriman via LEX. sampe lebaran udah lewat msh blm nyampe juga. asli bete gue gajelas bgt. kalo pake JNE bisa lacak resi. nah ini ga bisa..|1
7092|untung gajadi|setelah lihat teman teman yang beli di lazada dan lihat review nya saya merasa beruntung mengurungkan niat beli di lazada.com|2
7093|SANGAT KECEWA|estimasi barang datang tanggal 21 juli. pas di live chat tgl 27 barang dikirim ulang.butuh waktu 6-14 hari kerja katanya.dan di live chat saya udah mencak2 gak jelas.saya kasih waktu aja jika sampai tgl 4 agustus barang blm datang saya akan batalkan walaupun baramg ntar datang lebih dari tgl 4 agustus saya akan menolak kurir yang datang.soalnya mau dipake buat apantih barang udah mubazir beli.|1
7094|Selalu kecewa beli di lazada|3x belanja d lazada, semuanya sangat mengecewakan. Saat yg ketiga kalinya saya belanja d lazada, hampir 3 minggu pesanan saya belum dikirim, maka saya pun komplain dan akhirnya meminta refund. Setelah saya request untuk refund, 3 hari kemudian saya dikirimkan email kalau barang sudah siap dikirim. Jadi permintaan saya diabaikan. Padahal saya sudah membeli produk yg sama dengan harga yg lebih murah di toko online lain. lalu saya ajukan pengembalian dan sudah hampir 2 minggu dana belum d transfer k rekening saya padahal kata csnya proses refund maksimal 3hari kerja. Ternyata banyak juga yg tidak puas dengan lazada.|1
7095|Barang yang di kirim rusak|Mohon tanggapan dari lazada....barang telah diterima tpi tidak memuaskan....barang rusak...apakah sebelum pengiriman barang tidak di cek terlebih dahulu....sungguh kecewa sangat.....|1
7096|NGGA ADA RESPON|Kenapa pesanan saya sampai saat ini tidak ada respon sama sekali nomor resi pun belum muncul , tolong lebih dipercepat|1
7097|Sebelum belanja online browsing dulu|Untung saya browsing dulu sebelum saya order, tadi saya sempat lihat2 kosmetik2 nya yg ada di lazada, saya ingin membeli bedak mac, saya sempat heran dan curiga kok murah2 harganya... Di lazada tertera asli dengan harga 85rb, sedangkan yg saya tahu harganya diatas 450rb an... Selamet...selamet....|1
7098|Pesimis pesanan datang|Saya pesan Xiaomi Redmi 3 dan headset Xiaomi dari tanggal 30 September dan baru dikirim 3 Oktober sampai sekarang 13 Oktober barang belum sampai. Bahkan saya sudah berkali-kali live chat dengan cust. service dan kirim e-mail keluhan. Katanya dalam proses pengiriman. Tapi benarkah selama ini? Saya kecewa. Ini pengalaman pertama saya belanja di Lazada. Dan sangat mengecewakan. Padahal saya beli di trusted seller yang berbintang lima di Lazada. Indocom Kuningan dan Best Connection Kits. Shame On You LAZADA. Janganlah merugikan konsumen seperti ini|1
7099|*****sekali|Saya order Ipad Pro dengan nomor order 395895543, menunggu 5 hari kerja dan disuruh tunggu 3 hari kerja lagi. Tiba2 dapat khabar order kita ditolak dengan alasan yg tidak jelas. Telpon Customer service tunggu 15 menit berkali2 tidak pernah masuk serta live chat ngga dibalas2. Kesimpulan ngga akan order Lazada lagi alias Kapok...|1
7100|*****sekali berbelit2|Saya saya kecewa dengan pelayanan lazada padahal saya sbgai pelanggan tetap ,ini dikarenakan karena order saya 334618223 terjadi pembatalan oleh seller tpi ternyata masih proses ,sya minta refund tpi alasan lazada blom di konfirmasi dri seller padahal si seller sudah konfirm ke lazada untuk cancel order, saya di suruh tunggu terus , kecewa oi kecewa lazadut[inappropriate content removed],customer adalah customer ,tak ada customer lazada tak ada|1
7101|Sangat Mengecewakan|"Saya baru pesan jam tangan swiss army couple seharga 235 rb, pas dateng yg bwt perempuan ga nyala, pas di pasang batre cadangan tetep ga nyala, pas coba service ternyata ada masalah sama mesinnya ""parah"", klw yg jm tangan cwo baik2 aja, eh pas hari ke dua ga sengaja saya jatohin, malah pd copot jarum jam nya yg jm cwo, nyesel euy"|2
7103|pembelian barang yg dikirim dengan LEX makan waktu sangat lama|pembelian barang dengan kurir LEX sangat lama,lebih dari seminggu.... pembelian di web lain tidak selama di lazada yg menggunakan LEX....kalo blm mampu sebaiknya pake jasa kurir profesional seperti JNE atau TIKI aja|1
7104|lazada penipu|blnja udh transfer e mlah d sruh tmbah biaya in itu oleh cs andika amran ktx pket sy d than polisi d bandara sultan hasanudin sy minta nmr resi ktx d than plisi mnta alamat JNE dksih alamat lazada mnta alamat jne d krm gmbar bandara sultan hasanudin d krmh vmbr JNE maaf sy gak koleksi foto pemandangan tlg ya refund uang sy pk andika|1
7106|pengiriman pesanan barang yg dikirim RUSAK|lazada pengirimannya sesuai yg dijanjikan tepat waktu, tapi sayang barang yg dikirimkan tidak sesuai(rusak) setelah baca pengalaman orang yg belanja onlaine dilazada, sepertinya banyak yang kecewa aq mau retur barang ke lazada jadi takut jangan jangan nanti uang g kembali padahal barang sudah dikembalikan ke gudang lazada bikin bingung belanja dilazada pingin praktis malah bikin pusing beli barang baru dapat yg rusak jadi bingung trus mau diapain kiriman yg rusak ini|2
7107|Refund Yang Tidak terwujud dan Sangat Lama|Lazada sangat mengecewakan nomer pesanan 379113341 dibatalkan sepihak dikarenakan di luar jangkauan dan tidak dikembalikan dananya sampai sekarang. kekecewaan ini mohon ditanggapi oleh pihak lazada. jangan berbelit-belit. minta no rekening melulu tapi tidak ada tanggapan yang serius dari lazada. mohon pihak lazada jangan asal-asalan dalam bekerja dan hanya mencari keuntungan tapi tidak memikirkan pengembalian dana. yang seharusnya jadi hak pembeli.|1
7108|Kasih resi palsu|Pesanan saya sudah lwt deadline tgl 23 nov 2016 di kasih no. Resi palsu udh seminggu tdk terupdate. Dikasih jawaban gak jelas dr cs nya. Katanya tunggu sampai tgl 27nov 2016 pengiriman via jne. Tgl tsb hr minggu jne libur... Pembodohan thd konsumen ini namanya.. Sy dah byr pake cc beli hp xiaomi. Rugi wkt rugi rugi rugi kapokkkkkk dah sama lazada|1
7112|*******! SEMOGA LAZADA BANGKRUT !!|Kalo gak sanggup kasih Diskon besar-besaran, gak usah ikut-ikutan HARBOLNAS ! Gue dapet Kamera Poket seharga 164rb via COD, di Cancel sepihak sama Lazada [inappropriate content removed]! Gue doain semoga Lazada BANGKRUT ! Semua karyawannya sampe anak cucu nya melarat TAI !|1
7113|mengecewakan|Klw ada produk diakon dan bayar cod,,pdhl status uda dikirim,,tp pas lama ditunggu malah dicancel sepihak,,alasannya alamat tidak ditemukan,,sy tidak sekali order lazada,,tp sudah berkali2 dan selalu nyampek,,live chat dg cs pun nggak mndptkan jwbn yg memuaskan,,malah disuruh order ulang,,emang hrg bsa sama??apa voucher dibalikin/diganti?? Alasan alamat tidak ditemukan,,apa sudah tanya kurir,,uda berusaha menghubungi pembeli apa blm??kadang kurirnya yg nakal,,suka bayarin orderan pembeli yg hrg murah dg sistem cod...pokoknya kecewa berat,,gak kayak toko sebelah,,selalu kasih kepuasan..|1
7114|Buruk|Barang di pesan, di bayar, tp tdk datang. Katanya sudah di terima. Di perhatikan dong konsumen. Belajar bertanggung jwb. Jgn gak mau capek. Pengaduan ada jgn cuma di baca. Tindak lanjuti. Toko yg curang kasih sanksi. Gituu|1
7115|kecewa sama lazada!!!!|gw beli hp 10 jt udh dari tgl 27 juni katanya standar pengiriman 1-5 juli 2016 tapi barangnya belum sampe juga sampe sekarang tiap hari saya tanya ke live chat lazada jawaban nya selalu beda-beda tobat gw beli di lazada|1
7116|Kecewa dengan LAZADA|Tgl 26 juni 2016 saya pesan sport action camera wi.fi tapi kenapa sampai sekarang belum ada respon dari lazada tentang nasib barang yang saya pesan ini, nanti keburu lebaran... MOHON PENCERAHANYA ADMIN....|1
7117|LAZADA PENIPU|silahkan gan liat postingan d blog kuhttp://talithael.blogspot.co.id/2016/07/hati-hati-belanja-di-situs-lazad... males nulis panjang lebar saking kecewanya ama lazada|1
7118|butuh 4 buan untuk kirim barang tanpa ada informasi sebelumnya|Condro Aris Widodo pelayanan sangat jelek,barang pesanan saya yang saya pesan 25 July 2016, konfirmasi akan dikirim 3 November 2016, namun sayangs ekali, informasi waktu pengiriman tidak diinformasikan sebelumnya saat sebelum melakukan transaksi. mohon ditindak lanjuti hal semacam ini.|1
7123|Parah.com|"Beberapa kali mencoba order, hasilnya : 1. order dicancel sepihak, dan pembayaran dikembalikan, dgn alasan alamat tidak lengkap, padahal alamat jelas dan order di online shop lainnya tidak pernah ada cerita barang nyasar. 2. coba iseng order lagi, ternyata ceritanya barang dikirim, dikasih nomor resi, tapi resi tidak bisa ditracking (entah dikirim beneran apa ngga), dihubungi diminta refund krn sudah terlalu lama, jawabannya selalu sama: ""mohon maaf atas ketidaknyamanannya, permasalahan anda sedang ditelusuri oleh pihak terkait dan akan segera diinfokan melalui email"" nasib oh nasib.."|1
7124|Very bad|Aku ngga tau mau komentar apalagi dulu awal awal aku rasa ngga pernah ada kendala dalam pelayanan lazada tapi akhir2 ini sangat buruk dan buruk mulai dari saya komplain barang yang di terima dan cuma di puter2 doank ngga jelas sampe refund sepihak yang ngga sampe2 pengembalian dana saya dan ini lagi nomer resi palsu yang ngga bisa aku tracking bener2 kecewa banget dah ..............|1
7125|Pelayanan cs lambat konsumen rugi|Belanja sperpart gitar 4 biji yang dikirim cuma 1 biji,,di komplain ruwet banget gak di segera di tindak lanjut i hubungi cs nya susah sekali,,sampai skrg tidak tau kejelasannya|1
7127|Barang saya kok gak dikirim kirim|Lazada, cepat kirim barang saya sudah 5 hari belumada kabar gimana sih keburu lebaran nih. Kalo begini terus bisa membuat maayarakat indonesia kecewa termasuk saya.. mohon konfirmasinya.|1
7128|Payah...Lama Bgt Kapok Gua|Order 23 juni 2016 ...chek ke call center tgl 01 Juli 2016 barang masih d surabaya Ohh Tolongg baru pertama belanja di Lazada Kapok Gua. CALL center atas nama Edi Gak bisa kasi Kepastian juga KAPAN SAMPAINYA KAPOK abiss..Gak Recomendeed mending belanja Di IG dah..jelas n Mantab.. Ni no orderan Gua d Lazada LAZADA - No pesanan 386449938 Trims DANIEL S MANADO|1
7129|KURIRNYA BEGO|"Bisa jadi ini salah satu kelemahan dari Lazada dengan jasa kurirnya sendiri. Sempat beli jam tangan lewat lazada saat masa promo ulang tahun. Daftar kekecewaan saya sebagai berikut 1. Kurirnya kurang dilatih Saya sering jual beli online dengan menggunakan jasa Tiki, JNE, Pos indonesia dan semua kurir bisa lancar sampai rumah saya saat pembelian barang. Namun Lazada malah tidak menemukan. Kurir sampai tanya lewat sms, ""permisi saya dari Lazada ingin menanyakan alamat rumah Anda dimana"" kurang lebih seperti itu. Ini kurirnya gimana sih, jasa yang lain aja bisa masa yang ini. Akhirnya barangnya hold di kantor beberapa waktu 2. Harga menipu Jangan percaya dan saya tidak akan percaya lagi dengan harga promo di Lazada. Coba cek dulu di google tentang harga barang itu. Ada barang harga 300rb didiskon jadi 75 rb. JANGAN PERCAYA. Pasti di google ada olshop lain yang menjual dengan harga hanya 70 rb atau ya sekitar 75 rb 3. Pelayanan lama Gara gara lazada bukan milik indonesia kali ya. Ga tau ah, pelayanan yang pernah saya alamin lama sekali hingga 20 hari belum dikirim. Dengan BL atau Toped ga sampai tuh seminggu, barang sudah dikirim dan sampai ke rumah."|1
7130|BARANG BEKAS|saya pesan speaker di lazada, saya baru pakai 3x barangnya udah rusak, ini barang bekas atau baru,>? atau cuma fisiknya aja yg baru>?|1
7133|jelek|Saya membeli alat olahraga yang sedang diskon, dari review barang tersebut kualitasnya bagus, foto produk sangat meyakinkan, setelah sampai ternyata hanya mainan dari cina. Setelah saya telusuri ternyata vendor barang tsb sangat janggal, sering berganti nama dengan menjual barang yang sama. Seharusnya lazada dapat menyaring vendor dengan baik sehingga konsumen tidak dirugikan dengan kejadian serupa|1
7135|Super Lelet|Sudah 1 minggu status barang masih proses........|1
7136|sangat amat mengecewakan|saya selalu kecewa berbelanja di Lazada, pertama kali membeli sepatu yang begitu hadir sama sekali tidak dapat disebut layak di jual kepada costumer. kulit sepatu mengelupas dan kondisi sudah sangat buruk. ketika baru sekali di pakai, sol sudah lepas. untuk harga yang tidak bisa dibilang murah, saya sangat kecewa. tapi saya memutuskan untuk tidak ambil pusing. lalu kedua kali membeli barang, diberikan resi palsu yang tidak bisa di track sama sekali. Dikatakan resi dapat di track setelah h+1 padahal saya hanya track resi setelah seharusnya barang saya yang sudah datang, namun belum juga saya terima. saya hanya ingin melihat, sudah sampai mana barang saya? namun ternyata nomor resi tidak dapat ditemukan. saya harap Lazada memberi servis yang lebih baik dan tidak memberikan resi palsu, karena untuk perusahaan sebesar lazada, hal ini tentu sangat memalukan.|1
7138|Pengiriman telat sekali|Saya sudah beberapa kali belanja di Lazada, sekali ini saya mendapatkan pengalaman buruk, pesanan #345642843 seharusnya pengiriman 15 s/d 22-12-2016 tetapi tidak datang, padahal informasi sudah dikirim ke ke kurir tgl 14-12-16, Tgl 23-12-2016 saya hubungi (chat) katanya akan menghubungi pihak terkaitnya diminta menunggu s/d 26-12-16 dan ada kata semoga bisa lebih cepat, barang tidak datang. Tgl 27-12-16 saya hubungi (chat) lagi katanya akan menghubungi pihak terkaitnya dan minta menunggu s/d Jumat 30-12-16 Tgl 29-12-2016 saya hubungi (telp) layanan konsumen jawabannya mengambang, katanya mereka belum mendapat informasi dari pihak terkait, kapan menghubungi pihak terkait jawabnya tgl 28-12-16, layanan pelanggan tidak bisa memberikan penanggung jawab pengiriman Lazada karena mereka statusnya agent, tidak punya juga informasi sudah sampai dimana tindak lanjut keluhan sebelumnya. Seharusnya masalah ini bisa selesai cepat kalau Lazada ada kemauan melakukan koreksi, tetapi saya tanya dimana posisi barang yang saya pesan saja tidak bisa dijawab|2
